URL,Category,Cleaned_URLs,text
http://www.gasolinealleyantiques.com/,Shopping,http://www.gasolinealleyantiques.com/,"vintage collectible toys memorabilia for sale Gasoline Alley Antiquesantique toys; collectible toys; vintage toys; discontinued, diecast, scale, plastic, model, kit, kits, models, rare, vintage, oop, out of production, toys, windup, wind up, cast iron, mechanical, battery operated, model kits, plastic models, automotive, motorcycle, airplanes, Walt Disney, Disneyana, Warner Bros., Hanna Barbera, cartoon character, TV, nostalgia, memorabilia, boomerbalia, 1950's, 1960's, 1970's, 1930's, Marx, Ideal, Kenner, Aurora, Revell, Duncan, yo-yo, cowboy, Whitman, baseball, football, sports, playsets, action figures, celluloid, tin litho, Aurora, Revell, AMT, Monogram, balsa, nautical, diecast, little lulu, howdy doody, felix, Monogram, Ertl, Tomica, Dinky, Corgi, Hot Wheels, puppets, marionettes, antique toys, vintage toys, collectible toysantique toys, vintage, plastic model kits, scale, diecast cars, antique, collectibles, Sports memorabilia, comic character, Nostalgia, Western Hero"
http://www.tias.com/stores/gator/,Shopping,http://www.tias.com/,"The Internet Antique Shop - The Web's largest antiques & collectibles mall serving collectors since 1995antiques, antique dealer, antique stores, antique mall, collectible, collectibles, collectableOnline Antique and Collectibles Mall - over a half-million vintage antiques and collectible items for sale on-line."
http://www.hakes.com/,Shopping,http://www.hakes.com/,-1
http://www.midwest-plaza.com/,Shopping,http://www.midwest-plaza.com/,-1
http://www.gotmilk.com/,Shopping,http://www.gotmilk.com/,-1
http://www.creekhouseantiques.com/,Shopping,http://www.creekhouseantiques.com/,-1
http://www.imageexchange.com/mvx10/engine.cgi?store=campbells,Shopping,http://www.imageexchange.com/,-1
http://www.collectorsconnection.com/advert.htm,Shopping,http://www.collectorsconnection.com/,-1
http://www.tootsieshop.com/,Shopping,http://www.tootsieshop.com/,-1
http://www.automobiliausa.com/,Shopping,http://www.automobiliausa.com/,-1
http://www.berniesautocenter.com/,Shopping,http://www.berniesautocenter.com/,-1
http://www.bobs-garage.com/,Shopping,http://www.bobs-garage.com/,-1
http://www.classicphotos.com/gas/aw1.html,Shopping,http://www.classicphotos.com/,"Movie Star Photos and Vintage Sports Celebrity Pictures at classicphotos.com.Movie Star Photos, Celebrity Photos, pictures, photos, pictures, restaurant decor, sports photos, baseball photos, rock stars, vintage pictures, old sports photos, Hollywood Celebrities, golden age of hollywood, old TV shows, baseball pictures, big band musicians.Thousands of movie star classic photos from the Golden Age of Hollywood to vintage sports photos.  Fast delivery and satisfaction guaranteed!"
http://www.gasglobes.com/,Shopping,http://www.gasglobes.com/,-1
http://www.gaspumpheaven.com/,Shopping,http://www.gaspumpheaven.com/,-1
http://www.justforfunusa.com/,Shopping,http://www.justforfunusa.com/,-1
http://www.oilcollectibles.com/,Shopping,http://www.oilcollectibles.com/,-1
http://www.bright.net/~impala1/,Shopping,http://www.bright.net/,BrightSite by bright.net Internet Services
http://www.oldtymegaspumps.com/,Shopping,http://www.oldtymegaspumps.com/,-1
http://www.oilsign.com/,Shopping,http://www.oilsign.com/,"Oldsign.com Website Generatorgas, gasoline globe, porcelain sign, neon clock, gas pump, petroliana, petroleum, antique, texaco, sinclair, pure, oil, can, shell, conoco, gulf, socony, mobil, sohio, gargoyle, esso, coca cola, coke, bottle, collectible, globes, signs, standard, fleetwing, atlantic phillips 66, ashland, marathon, richfield, dx, sunuco, skelly, co-op, tiolene, auto dealership, valvoline, coltex, sterling, ethyl, motor, credit card, pan am, pontiac, buick, desoto, chevrolet, chevy, chrysler, plymouth, dodge, gmc, truck, studebaker, willys, valiant, cadillac, johnson, kaiser frazer, pegasus, atlas, tire, goodyear, goodrich, hudson essex, kelly, pennzoil, quaker state, advertising, telephone, booth, visible, aaa, scottie, bettinAuto and Oil Co. Signs, Globes, Gas Pumps, Soda Pop and other advertising collectibles"
http://www.petrolight.com/,Shopping,http://www.petrolight.com/,-1
http://www.pogogas.com/,Shopping,http://www.pogogas.com/,-1
http://roadrelics.com/,Shopping,http://roadrelics.com/,-1
http://www.gaspump.com/,Shopping,http://www.gaspump.com/,"Ron Scobie Enterprises HomeVan-Lite lighter fluid dispenser, Vanlite lighter fluid dispenser, Antique gas pump parts, petroliana, automobilia, petroleum memorabilia, vintage gas and oil, gas and oil collectible, antique gas pump, antique service station, 
 Eco air meter parts, Eco tireflator, gas pump globe, gasoline globe, oil bottle, oil bottle spout, Master oil spout, gas pump, gasoline pump, Wayne gas pump, 
 Tokheim gas pump, Gilbarco, Gilbert and Barker,  Eco,  Eco air meter, Eco tireflator, Eco Islander, Romort air meter, Arno air meter, gas pump restoration, Arthur C. Kautz, 
 clockface pump, gravity feed gas pump, visible gas pump petroleum collectible, filling stationCollector and manufacturer of replacement parts for antique service station items such as antique gas pumps,
 Eco air meters, Eco tireflators, Master oil bottle spouts and Van-Lite lighter fluid dispensers since 1976."
http://www.time-pass.com/,Shopping,http://www.time-pass.com/,"Scotty's Garage by Time Passages, Ltd.gas station pump filling service gasoline restoration parts restore information advertising collectibles nostalgia memorabilia petroliana automobilia petromobilia porcelain signs globes air meter cylinder props sets can map neon clock decal book photo appraisal game room decorDealer of vintage gas pumps, restoration parts, supplies, gas globes and a line of gas station, automotive and roadside memorabilia"
http://www.severngaspumps.com/,Shopping,http://www.severngaspumps.com/,"Severn Gas Pumps: Restoring America's PastPaul Hittle, Severn, Maryland, petrol pumps, antique petrol gas, petrol, station,history, gas pump, old gas pump, antique gas pump, gas pump restoration, gas pump parts and restoration supplies, country store collectibles, advertising, signs, cans, tools, services. European, Canadian, Asian, World Wide, U.S.  Paul Hittle has experience in gas pumps. All are Antique investment grade quality. All pumps are original working pumps, NOT reproductions. Each pump is completely disassembled, sandblasted, detailed and carefully painted to your specifications. Pumps are functional in every detail, except pump motor mechanism. "
http://www.the-forum.com/auto/index.htm,Shopping,http://www.the-forum.com/,-1
http://www.vicsplace.com/,Shopping,http://www.vicsplace.com/,-1
http://www.antiqueadvertisingsigns.com/,Shopping,http://www.antiqueadvertisingsigns.com/,-1
http://www.vintoys.com/,Shopping,http://www.vintoys.com/,-1
http://www.fill-er-up.com/,Shopping,http://www.fill-er-up.com/,-1
http://www.gasstationantiques.com,Shopping,http://www.gasstationantiques.com/,-1
http://www.cornhuskersign.com/,Shopping,http://www.cornhuskersign.com/,-1
http://www.gaspumpcolor.com/,Shopping,http://www.gaspumpcolor.com/,-1
http://www.gas-alley.com/,Shopping,http://www.gas-alley.com/,-1
http://www.slamaglobe.com/,Shopping,http://www.slamaglobe.com/,-1
http://www.passingasproductions.com/,Shopping,http://www.passingasproductions.com/,-1
http://www.bestsigns.freeservers.com,Shopping,http://www.bestsigns.freeservers.com/,-1
http://www.gaspumps.info/oilcans.shtml,Shopping,http://www.gaspumps.info/,-1
http://www.vcsigns.com/,Shopping,http://www.vcsigns.com/,-1
http://www.xtreme-images.com/,Shopping,http://www.xtreme-images.com/,-1
http://www.gaspumphobbyist.com/,Shopping,http://www.gaspumphobbyist.com/,-1
http://www.vankannelsignrestoration.com/,Shopping,http://www.vankannelsignrestoration.com/,"Vintage & Antique Porcelain Sign Restorationcollectible,signs,hobbies,gas,vintage,antique,petroleum,porcelain,motor oil,gasoline,gas,restoration, memorabilia,filling station,pumpsCollectible, antique & vintage signs. Old gas, petroleum & oil. Porcelain, metal & tin signs. Gas pumps, pump plates and advertising signs restored & refinished."
http://thefinestwebsiteforgaspumps.com,Shopping,http://thefinestwebsiteforgaspumps.com/,"Antique gas pumps, classic gas pumps, vintage gas pumps, reproduction gas pumps, 1950s gas pump, old gas pumpsantique gas pumps, classic gas pumps, vintage gas pumps, reproduction gas pumps, 1950s gas pump, old gas pumps, replica gas pump, antique erie gas pumps, gas station memorabilia, old gas station pumps, old fashion island lights, gas station pumpantique gas pumps, classic gas pumps, vintage gas pumps, reproduction gas pumps, 1950s gas pump, old gas pumps, replica gas pump, antique erie gas pumps, gas station memorabilia"
http://www.oilnspeed.com/,Shopping,http://www.oilnspeed.com/,"OilnSpeed Old Oil & Gas, Automotive and Speed Equipment For Saleoil cans, oil bottles, handy oilers, speed equipment, nostalgia drag racing, hot rod parts, dual quads, porcelain signs, auto dealer collectiblesDon Raleigh is a dealer selling vintage motor oil cans, gas station memorabilia, old speed equipment and auto parts"
http://www.t-waysgraphics.com/,Shopping,http://www.t-waysgraphics.com/,"T-way's GraphicsMan Cave, advertising globe, Garage decorations, Resturant decorations, Gas Globe,Gas Globes,Gas Pump Globe,Gas Pump Globes,Gasoline Globe,Gasoline Globes,Reproduction Globe,Reproduction Globes, Advertising Globe, Advertising Globes, Gas, Gasoline, Globe, Clockface,gas pump,B/A,ESSO,Johnson Winged 70,Marathon Gasoline,Red Indian,Royalite,Shell,Silent Chief,Supertest Ethyl,Supertest H-C,Supertest Wonder,White Rose,Ace High,Artic Glod,Bruin,Champion Gasoline,Franklin Gas,Fyre Drop,Gilmore Blu-Green,Gilmore Roar with Gilmore,Gilmore Red Lion,Grizzly Gasoline,Husky Ethyl, Husky Gasoline,Husky Hi-Power,Imperial Polarine,Jenney Aero,Jenney Auto Oil Gasoline,Johnson Ethyl, Johnson Time Tells,kendal Aviation,Kettleman King,Kunz,Mapleleaf,Marathon Blue,Marathon H-Test Gasoline,Marathon Multi-Power,Poland New Navy,Polly Gas,Power Lube,Red Hat,Refiners, Richfield Aviation,Starlite,Sunset Gasoline,Sunset Marine,Masonic, Wastern Star,Tiwoser,Capco, MilkglassProud Manufacturers of Finest Limited Edition Gas Pump Globes Available Today."
http://pages.123-reg.co.uk/mel10-34399/gcabodybar/id1.html,Shopping,http://pages.123-reg.co.uk/,-1
http://www.gasoilandauto.com/,Shopping,http://www.gasoilandauto.com/,-1
http://www.thepumpdump.com/,Shopping,http://www.thepumpdump.com/,-1
http://www.banfordpaperweights.com/,Shopping,http://www.banfordpaperweights.com/,-1
http://www.wpitt.com/,Shopping,http://www.wpitt.com/,William Pitt Paperweights and Art Glass
http://www.apassionforpws.com/,Shopping,http://www.apassionforpws.com/,-1
http://www.signstore.com/,Shopping,http://www.signstore.com/,-1
http://www.barmirrors.com/,Shopping,http://www.barmirrors.com/,"COLLECTABLE BAR MIRRORS and BEER SIGNS - World's Biggest Bar Mirror Store - Beer signs and Liquor signs, Neon Lights, Beer lights, clocks, tins and MUCH more!bar,bar mirrors,neon signs,clocks,beer signs,tins,wildlife,pub,collectable,tap handles, pool table lights,breweriana,bar mirrors beer signs"
http://americanheritage.us/,Shopping,http://americanheritage.us/,-1
http://www.warsawwallys.com,Shopping,http://www.warsawwallys.com/,-1
http://www.neon-nites.com/,Shopping,http://www.neon-nites.com/,-1
http://www.signpast.com,Shopping,http://www.signpast.com/,-1
http://www.menardsigns.com,Shopping,http://www.menardsigns.com/,-1
http://www.ukulele.com/hawbot.html,Shopping,http://www.ukulele.com/,-1
http://www.bitw.com/,Shopping,http://www.bitw.com/,-1
http://colacorner.com/,Shopping,http://colacorner.com/,-1
http://www.coca-colastore.com/,Shopping,http://www.coca-colastore.com/,"Custom Coke Bottles & Coca-Cola Collectibles  | Coca-Cola Storecustom coke bottles, coke store, coca cola merchandise, coca cola products, customize coke bottlesShop online for Coca-Cola merchandise and apparel at Coke Store! Browse customized bottles, accessories, home décor, collectibles, gifts, and more!"
http://www.2collectcola.com/,Shopping,http://www.2collectcola.com/,-1
http://www.pepsistore.com/,Shopping,http://www.pepsistore.com/,-1
http://www.justplanefun.com/,Shopping,http://www.justplanefun.com/,-1
http://www.pepsitown.com,Shopping,http://www.pepsitown.com/,-1
http://www.vintagelighters.com/merchant2/merchant.mvc,Shopping,http://www.vintagelighters.com/,-1
http://www.hgimages.dircon.co.uk/,Shopping,http://www.hgimages.dircon.co.uk/," Playing cards, H. G. Images Home Page h. g. images, hava getz, playing cards,playing card, jokers,joker,cards game,cards playing,playing cards collecting,
 cigar box labels, cigarbox labels, cigar art, ephemera, paper collectibles playing cards, epemera and smoking colletibles,cigar, H. G. Images Home Page"
http://www.cerebro.com/,Shopping,http://www.cerebro.com/,-1
http://www.cigarettecards.co.uk/,Shopping,http://www.cigarettecards.co.uk/,-1
http://www.murraycards.com/,Shopping,http://www.murraycards.com/,-1
http://www.tradecards.com/,Shopping,http://www.tradecards.com/,-1
http://www.franklyncards.com/,Shopping,http://www.franklyncards.com/,"FRANKLYN CARDS: Probably the best resource for cigarette cards in Cyberspacecigarette cards, tobacco cards, trade cards, trading cards, collecting cigarette cardsFRANKLYN CARDS: Probably the best resource for cigarette cards in Cyberspace"
http://www.moviecard.com/,Shopping,http://www.moviecard.com/,"The Movie Card Websitecigarette cards, movie star trading cards, movie stars, silent movie stars, non-sport cards, non-sports cards, card collecting.Movie Star Trading Cards from about 1910-1965. Includes pictures, checklists, and sales lists for thousands of movie star cigarette cards and other movie star trading cards."
http://www.coftoncollections.co.uk/,Shopping,http://www.coftoncollections.co.uk/,"Cofton Collections, Cigarette & Trade Cards, Postcards and First Day CoversFirst Day Covers Cigarette Cards Trade Cards Postcards Accessories Trading Cards Cotswold Covers Benham Books Buckingham Covers Bradbury Cricket Covers Meter Mark First Day Covers Commemorative Covers Fourpenny Post First Day Covers Football Stickers stamps, first day covers, coins, postcards, trade cards, cigarette cards, albums, accessories Cofton Collections :  - First Day Covers Cigarette Cards Trade Cards Postcards Accessories Trading Cards Cotswold Covers Benham Books Buckingham Covers Bradbury Cricket Covers Meter Mark First Day Covers Commemorative Covers Fourpenny Post First Day Covers Football Stickers stamps, first day covers, coins, postcards, trade cards, cigarette cards, albums, accessories"
http://www.cardmine.co.uk/,Shopping,http://www.cardmine.co.uk/,-1
http://www.cardstocollect.com,Shopping,http://www.cardstocollect.com/,-1
http://www.collectomania.be,Shopping,http://www.collectomania.be/,"Thematic search on advertising trade cards and other type of Victorian card collectionsLiebig, Liebig's extract, antique, advertising, trade, card,   Antwerp, extract of meat, cigarette, collector, cartophily, cartophilist, hobby, hobbies, liebig, collecting, chromo, type, old, collect, antique, theme, tea, coffee, chocolate, sport, film star, cigar, Lemco, Oxo, Suchard, album, advertise, publicity postcard, menu card, menus, calendar card, subject, search, set , odds, series, cinderellas, poster, stamp, ephemera, collect, hotel labels, porcelain cards, religious, saints, bookmarks, notgeld, tobacco, Kemmerich, Suchard, Cibils, Au bon Marché, Van Houten, Droste, Crème, Nestlé, Guérin Boutron, Meurisse, De Beukelaer, Jacques, Martougin, Easter, Christmas, animals, shipping, liners, TintinThematic search on trade cards, catalogue and sets, any old advertising card and complete sets,  odds, albums, also ephemera"
http://www.londoncigcard.co.uk,Shopping,http://www.londoncigcard.co.uk/,-1
http://www.atlasdogs.com/card/,Shopping,http://www.atlasdogs.com/,-1
http://www.leocard.com/index2.html,Shopping,http://www.leocard.com/,"Leocard Homephone card,phonecards,cards,postcards,postcard,post,Leocard,Leonardo,Costa,shop,swap,swop,
trade,exchange,swapping,swopping,trading,exchanging,swapmeet,collectibles,collectible,collection,beanies,babies,trading cards,magic cards,magic the gathering,beanie babies,baby,Stamps,Walt Disney,Ferrari,BMW,Marilyn,Coca Cola,Coke,Pepsi,Beach Boys,Bee Gees,Bear,Britannia,Germania,Barbie,Barbies,Germanias,Britannias,Pig,Statue of Liberty,italy,italia,Europe,Telecard,Telecards,Telecarte,Telecartes,carte telefoniche,Schede,Scheda Telefonica,Telefonkarte,Madonna,Marlene Dietrich,Bruce Willis,Rod Stewart,Mel Gibson,Janet,Michael,Jackson,Marvel,DC,King Features,Comics,Comic,Sport,Soccer,Football,Leocard Thematics Collectibles."
http://members.tripod.com/fxoptions/,Shopping,http://members.tripod.com/,"Build a Free Website with Web Hosting | Tripodfree website, web hosting, website hosting, website templates, tripodBuild a free website with our easy to use, free website builder.  Find web hosting, domain registration, email and more at Tripod.com."
http://cigarettecardinserts.co.uk/,Shopping,http://cigarettecardinserts.co.uk/,-1
http://www.artemisgallery.com,Shopping,http://www.artemisgallery.com/,-1
http://www.antiquesauctionsbuysell.com,Shopping,http://www.antiquesauctionsbuysell.com/,-1
http://www.geocities.com/jachudsonuk/,Shopping,http://www.geocities.com/,"Yahoo | Mail, Weather, Search, Politics, News, Finance, Sports & Videosyahoo, yahoo home page, yahoo homepage, yahoo search, yahoo mail, yahoo messenger, yahoo games, news, finance, sport, entertainmentLatest news coverage, email, free stock quotes, live scores and video are just the beginning. Discover more every day at Yahoo!"
http://users.bigpond.net.au/aphilips/,Shopping,http://users.bigpond.net.au/,-1
http://www.ancientart.co.uk,Shopping,http://www.ancientart.co.uk/,-1
http://www.mcintosh55.com,Shopping,http://www.mcintosh55.com/,-1
http://www.ancientrelics.co.uk,Shopping,http://www.ancientrelics.co.uk/,Antiquities Online - Your gateway to the ancient world
http://www.anthroposgallery.com,Shopping,http://www.anthroposgallery.com/,"ANTHROPOS Gallery | Laguna Beach, CAamerican indian, ancient art, antiquities, archaeology, art, artifact, colima, collection, decorative, egyptian, eskimo, ethnographic art, online gallery, jalisco, mediterranean, mesoamerica, mexican, mexico, native american, nayarit, north american indian, precolumbian, pre columbian, pre-columbian, pre-hispanic, precolumbina, primitive art, purchase, sculpture, sell, tribal artAncient and Tribal sculpture: Egyptian, Mediterranean, Pre-Columbian, and North American and Eskimo Art from the Old and New Worlds. Art appraisal and direct purchase."
http://www.thehonourablecompany.com/,Shopping,http://www.thehonourablecompany.com/,-1
http://www.artcollecting.com,Shopping,http://www.artcollecting.com/,-1
http://www.astartegallery.com,Shopping,http://www.astartegallery.com/,"Home Page - Astarte Gallerycollectables,collectibiles,jewellery,jewelry,royal,opera,memorabilia,Mari Mellor,Raoul DufyMemorabilia, Jewellery & Clothing for Sale."
http://www.bc2ad.co.uk,Shopping,http://www.bc2ad.co.uk/,-1
http://bigskyenterprises.com,Shopping,http://bigskyenterprises.com/,-1
http://www.medievalwares.com/,Shopping,http://www.medievalwares.com/,"Gaukler Medieval Wares, Own Some History!Gift Certificates Antiquities Metalwork by Gaukler Coins ecommerce, open source, shop, online shopping Gaukler Medieval Wares :  - Gift Certificates Antiquities Metalwork by Gaukler Coins ecommerce, open source, shop, online shopping"
http://ancient-art.com/,Shopping,http://ancient-art.com/,-1
http://www.hrd1715.com,Shopping,http://www.hrd1715.com/,-1
http://www.historyforsale.co.uk/,Shopping,http://www.historyforsale.co.uk/,-1
http://www.ikengainc.com,Shopping,http://www.ikengainc.com/," African Art Gallery,Ikenga,inc.,, African Art, West-Africa, Cote d'Ivoire, Ghana, Burkina Faso,
		Liberia, Guinea, Cameroun, Nigeria, Benin, Congo Republic
		Authentic African Furniture, Textiles, Masks, ScupturesAfrican Art Gallery"
http://www.investmentcollectables.com,Shopping,http://www.investmentcollectables.com/,-1
http://www.shaftesbury.com/coins,Shopping,http://www.shaftesbury.com/,-1
http://www.numisantica.com,Shopping,http://www.numisantica.com/,"Ancient & Medieval coins, antiquities and jewelleryNumisAntica, coins, antiquities, artefacts, jewellery, beads, bracelet, necklace, earrings, Roman, Ancient, Greece, Celtic, Medieval, Low Countries, glass, faience, carnelianAncient, Greek, Roman, Celtic,  (Post-)Medieval  artefacts, coins & jetons with a special interest in the Middle Ages, Low Countries and ancient beaded jewellery"
http://talbotsfineaccessories.com/,Shopping,http://talbotsfineaccessories.com/,"Talbot's Fine Accessoriesmedieval,armour,shoes,jewelry,antiquities,artifacts,vikinghistorical antiquities and artifacts such as spurs, buckles, buttons an more. Also reproductions of Medieval and Viking jewelry and costume accessories. Plus a line of how-to books on armouring, shoemaking metalwork etc..."
http://www.buccaneer.net/,Shopping,http://www.buccaneer.net/,-1
http://www.martifacts.com,Shopping,http://www.martifacts.com/,"Welcome to MARTIFACTS, INC.Martifacts, homepage, Nautical items, nautical decor, ship's decor, nautical collectibles, nautical instruments, nautical furnichings, restaurant nautical decor, nautical memorabilia, ocen liner memorabilia, navy memoriabilia, Navy decor, sextants, ocean liner collectibles, marine equipment, bells, oil lamps, nautical artifacts, marine items, marine decor, boat decor, marine collectibles, marine instruments, marine furnishings, restaurant marine decor, marine memorabilia, ocean liner souvenirs, Navy souvenirs, Navy collectibles, ship's lamps, ship's equipment, ship's wheels, marine artifacts, lanterns, ship's lanterns, binnaclesAuthentic Marine collectibles that went down to the sea in ships including special collections from US Navy and United States Lines. Company Homepage."
http://www.mexicanretablos.com,Shopping,http://www.mexicanretablos.com/,-1
http://paleoenterprises.com,Shopping,http://paleoenterprises.com/,-1
http://www.sherwoodsspirit.com/,Shopping,http://www.sherwoodsspirit.com/,-1
http://www.howardnowes.com,Shopping,http://www.howardnowes.com/,-1
http://www.plainstradingpost.com/,Shopping,http://www.plainstradingpost.com/,"Plains Trading Post | United States | Jimmy CarterCollectibles, Gift Shop, business, political, selling, souvenirsSelling Plains Trading Post, a political tourism business as a total turn-key sale"
http://www.harveyantiques.com,Shopping,http://www.harveyantiques.com/,-1
http://www.terryswagonworks.com,Shopping,http://www.terryswagonworks.com/,-1
